UNIQ_ID,FCODE_TYPE,SETL_CODE,SETL_NAME,NAME,LATIN_NAME,USG_GROUP,USG_CODE,E_ORD,N_ORD,DATA_YEAR,PRDCT_VER,X,Y
54009338,222,8000,צפת,ישיבת - הרב קפלן,,13,5340,246377.03292699999,764185.58579399996,0,,246377.03292699999,764185.58579399996
53943987,222,8000,צפת,ישיבת - צעירי השלוחים קרית הסופרים,,13,5340,247698.01492700001,764244.93619399995,0,,247698.01492700001,764244.93619399995
53941935,222,6800,קריית אתא,ישיבה - לצעירים,,13,5340,210164.74862699999,745505.52409399999,0,,210164.74862699999,745505.52409399999
53941947,222,2034,חצור הגלילית,כולל - קריה חסידית,,13,5340,251491.72972700000,765675.51549400005,0,,251491.72972700000,765675.51549400005
54009183,222,8000,צפת,ישיבת - אסנט,,13,5340,246425.91642699999,764114.57259400003,0,,246425.91642699999,764114.57259400003
53942111,222,1063,מעלות-תרשיחא,פנימית ישיבת מעלות,Yeshivat Maalot Boarding School,13,5340,227159.42232700001,768609.50389399996,0,,227159.42232700001,768609.50389399996
53943352,222,4000,חיפה,כולל - היובל,,13,5340,198955.25822700001,748059.95099399996,0,,198955.25822700001,748059.95099399996
54009000,222,2034,חצור הגלילית,ישיבה - נתיבות ישראל,,13,5340,251243.71232699999,764678.02839400002,0,,251243.71232699999,764678.02839400002
53942128,222,8000,צפת,"ישיבת - האר""י הקדוש זיע""א",,13,5340,246759.94732700000,763137.00349399995,0,,246759.94732700000,763137.00349399995
53942135,222,4000,חיפה,ישיבת - חסידי גור,,13,5340,200510.53982700000,745516.83789400000,0,,200510.53982700000,745516.83789400000
53942275,222,6700,טבריה,ישיבת - תורת מאיר,,13,5340,250200.16472700000,744949.66959399998,0,,250200.16472700000,744949.66959399998
54009052,222,4000,חיפה,הישיבה הרמה בקריות,,13,5340,206916.48062700001,749602.58639399998,0,,206916.48062700001,749602.58639399998
53948999,222,7400,נתניה,ישיבה - אהל יעקוב,,13,5340,187024.54742700001,692418.04749400006,0,,187024.54742700001,692418.04749400006
53947783,222,4000,חיפה,ישיבה - גבוהה לבעלי תשובה,,13,5340,200872.33162700001,744601.57289399998,0,,200872.33162700001,744601.57289399998
53950984,222,7400,נתניה,ישיבת - מאור ישראל,,13,5340,186573.40892700001,687578.31729399995,0,,186573.40892700001,687578.31729399995
53951060,222,9700,הוד השרון,ישיבה - לחוזרים בתשובה,,13,5340,191302.13142699999,674168.35649399995,0,,191302.13142699999,674168.35649399995
53948228,222,46,יבנאל,ישיבה,Yeshiva,13,5340,247507.12562700000,734317.73809400003,0,,247507.12562700000,734317.73809400003
53948001,222,4000,חיפה,ישיבת - אהל יהושוע,,13,5340,202490.84132700000,743944.26729400002,0,,202490.84132700000,743944.26729400002
53950802,222,7900,פתח תקווה,ישיבת - השרון,,13,5340,188917.46402700001,664488.64029400004,0,,188917.46402700001,664488.64029400004
53952313,222,6100,בני ברק,ישיבת - סלבודקה,,13,5340,184863.19962699999,665610.80929400004,0,,184863.19962699999,665610.80929400004
53952901,222,6100,בני ברק,ישיבת - מאור ישראל,,13,5340,185052.16642699999,665470.55909400003,0,,185052.16642699999,665470.55909400003
53950329,222,7400,נתניה,ישיבה,Yeshiva,13,5340,186745.75982700000,691691.48009400000,0,,186745.75982700000,691691.48009400000
54011989,222,3000,ירושלים,מוסדות אורות התשובה,,13,5340,216934.62182700000,632786.98809400003,0,,216934.62182700000,632786.98809400003
53948891,222,6700,טבריה,ישיבת - תפארת טבריה,,13,5340,250690.73042700000,744685.10669399996,0,,250690.73042700000,744685.10669399996
53949530,222,7000,לוד,ישיבת - תפארת ציון,,13,5340,189387.40362699999,650297.83159399999,0,,189387.40362699999,650297.83159399999
53955665,222,1309,אלעד,מרכז החסד חניכי הישיבות הספרדים,,13,5340,196316.10502700001,661779.66989400005,0,,196316.10502700001,661779.66989400005
53955689,222,6100,בני ברק,ישיבת - תומכי תמימים,,13,5340,183784.53862700000,666442.02109399997,0,,183784.53862700000,666442.02109399997
53955674,222,2610,בית שמש,ישיבת - המתמידים קהל עדת ירושלים,,13,5340,199497.10692699999,627286.30059400003,0,,199497.10692699999,627286.30059400003
54009569,222,8700,רעננה,מרכז תורני יד אפרים,,13,5340,188757.38942699999,676188.56419399998,0,,188757.38942699999,676188.56419399998
54010094,222,6100,בני ברק,ישיבת - היכל התלמוד,,13,5340,184596.27252699999,665624.20489399997,0,,184596.27252699999,665624.20489399997
53947392,222,2100,טירת כרמל,ישיבה,Yeshiva,13,5340,197671.48042700000,739928.86249400000,0,,197671.48042700000,739928.86249400000
53945742,222,6500,חדרה,ישיבת - יגדיל תורה,,13,5340,189543.27522700001,705353.49379400001,0,,189543.27522700001,705353.49379400001
53943550,222,9300,זכרון יעקב,ישיבת - תפארת יעקב,,13,5340,195406.50262700001,719312.68149400002,0,,195406.50262700001,719312.68149400002
53948645,222,4000,חיפה,ישיבת - מרכז לתורה,,13,5340,196493.78792700000,747097.50629399996,0,,196493.78792700000,747097.50629399996
53944750,222,9200,בית שאן,ישיבה - בני עקיבא,Bne Akiva Yeshiva,13,5340,247463.12252700000,710326.02149399999,2014,2015-07,247463.12252700000,710326.02149399999
53945075,222,6500,חדרה,כולל - מתן,,13,5340,193096.69802700001,705846.99869399995,0,,193096.69802700001,705846.99869399995
53945282,222,7600,עכו,ישיבה,Yeshiva,13,5340,208603.17852700001,759059.15559400001,0,,208603.17852700001,759059.15559400001
53944051,222,4000,חיפה,ישיבת - מורשה,,13,5340,200332.41792700000,745493.22779399995,0,,200332.41792700000,745493.22779399995
54008561,222,922,רכסים,ישיבת - אוהל שמואל,,13,5340,210442.21362699999,740131.42649400001,0,,210442.21362699999,740131.42649400001
53946510,222,1139,כרמיאל,ישיבת - כרמי אל,,13,5340,227791.78502700001,757459.68859399995,0,,227791.78502700001,757459.68859399995
53944263,222,922,רכסים,ישיבת - בני תורה,,13,5340,209983.50052700000,739929.22699400003,0,,209983.50052700000,739929.22699400003
53946816,222,874,מגדל העמק,ישיבה - לצעירים נזר התורה,,13,5340,222358.72432700000,732174.46049400000,0,,222358.72432700000,732174.46049400000
54014477,222,3000,ירושלים,ישיבה,Yeshiva,13,5340,220385.33022700000,632726.74269400002,0,,220385.33022700000,632726.74269400002
53954936,222,3000,ירושלים,ישיבת - בני ציון,,13,5340,220652.44032699999,633009.15129399998,0,,220652.44032699999,633009.15129399998
53959137,222,3000,ירושלים,ישיבת - המאירה,,13,5340,219954.49412700001,633027.38119400002,0,,219954.49412700001,633027.38119400002
54011755,222,2610,בית שמש,מכינה לישיבה תורת עולם,Torat Olam Yeshiva,13,5340,199461.68332700001,627637.21029399999,0,,199461.68332700001,627637.21029399999
53964400,222,3000,ירושלים,ישיבת - תפארת שרגא,,13,5340,217707.56122700000,630099.52109399997,0,,217707.56122700000,630099.52109399997
53955605,222,6100,בני ברק,ישיבת - היכל הברכה,,13,5340,184630.54042700000,665061.61589400005,0,,184630.54042700000,665061.61589400005
53965427,222,3000,ירושלים,ישיבה,Yeshiva,13,5340,220184.98272700000,632965.71299399994,0,,220184.98272700000,632965.71299399994
53965431,222,3000,ירושלים,ישיבה,Yeshiva,13,5340,221245.81302700000,632853.58679400000,0,,221245.81302700000,632853.58679400000
53955713,222,6100,בני ברק,ישיבת - מאור ישראל,,13,5340,184311.71202700000,665463.74749400001,0,,184311.71202700000,665463.74749400001
53958631,222,3000,ירושלים,ישיבת - נתינת משה,,13,5340,218294.96582700001,633266.16089399997,0,,218294.96582700001,633266.16089399997
54012427,222,8400,רחובות,ישיבה - לצעירים רחובות,,13,5340,182761.31052699999,644730.14079400001,0,,182761.31052699999,644730.14079400001
53958669,222,6100,בני ברק,כולל,Kolel,13,5340,185279.71372699999,665563.67259400000,0,,185279.71372699999,665563.67259400000
53958250,222,3000,ירושלים,הישיבה הגדולה לזכר יהודה צפדיה,,13,5340,218964.33822700000,636397.42949400004,0,,218964.33822700000,636397.42949400004
53953991,222,6100,בני ברק,ישיבת - אור דוד,,13,5340,184497.92942700000,667338.18769399996,0,,184497.92942700000,667338.18769399996
53955106,222,6100,בני ברק,ישיבת - אלכסנדר,,13,5340,184043.85742700001,666171.54669400002,0,,184043.85742700001,666171.54669400002
53955109,222,6100,בני ברק,ישיבת - ספינקא,,13,5340,184531.40872700000,666078.52509400004,0,,184531.40872700000,666078.52509400004
53957612,222,7400,נתניה,"ישיבת - בית הרש""ש",,13,5340,186927.48892700000,689311.68089399999,0,,186927.48892700000,689311.68089399999
53953608,222,6900,כפר סבא,ישיבת - אור יוסף,,13,5340,194863.80392700000,676707.57719400001,0,,194863.80392700000,676707.57719400001
53958682,222,2660,יבנה,כולל - אור רחמים לוי,,13,5340,175240.88842700000,642840.90599400003,0,,175240.88842700000,642840.90599400003
53958995,222,3000,ירושלים,ישיבה,Yeshiva,13,5340,220370.88612700001,632816.00439400005,0,,220370.88612700001,632816.00439400005
53958996,222,3000,ירושלים,כולל - מאיר,,13,5340,220409.51532700000,632641.92249400006,0,,220409.51532700000,632641.92249400006
54011724,222,70,אשדוד,ישיבת - שובה ישראל,,13,5340,165448.17012699999,631784.50439400005,0,,165448.17012699999,631784.50439400005
53954653,222,6100,בני ברק,ישיבה,Yeshiva,13,5340,185454.97232700000,666847.81229399994,0,,185454.97232700000,666847.81229399994
53954660,222,6100,בני ברק,ישיבה - חיי תשובה וחיים,,13,5340,185305.35972700000,665426.56909400003,0,,185305.35972700000,665426.56909400003
53954633,222,6100,בני ברק,ישיבת - כנסת התורה,,13,5340,185228.10452699999,665364.22899400000,0,,185228.10452699999,665364.22899400000
53958319,222,856,שעלבים,ישיבת - הסדר,,13,5340,198749.68412699999,641881.97049400001,0,,198749.68412699999,641881.97049400001
53958329,222,8500,רמלה,ישיבת - שערי צדק,,13,5340,188092.93352699999,647743.86769400002,0,,188092.93352699999,647743.86769400002
53958335,222,2033,בית חלקיה,ישיבה - אוהל יוסף,,13,5340,182015.05272700000,633249.24679400004,0,,182015.05272700000,633249.24679400004
53956282,222,6100,בני ברק,"ישיבת - רא""ה גור",,13,5340,184556.74442700000,667431.03109399998,0,,184556.74442700000,667431.03109399998
54011661,222,3000,ירושלים,ישיבה,Yeshiva,13,5340,221198.07032699999,633166.64849399996,0,,221198.07032699999,633166.64849399996
53955806,222,70,אשדוד,ישיבת - בית מרדכי,,13,5340,168152.90052699999,634819.21049400000,0,,168152.90052699999,634819.21049400000
53955872,222,6100,בני ברק,ישיבת - תורת ישראל,,13,5340,184391.37342700001,665424.12699400005,0,,184391.37342700001,665424.12699400005
53955503,222,0,,ישיבה - היכל פנחס,,13,5340,210943.94302700000,622153.06469399994,0,,210943.94302700000,622153.06469399994
54010767,222,3000,ירושלים,ישיבת - חסיד גור,,13,5340,220751.71772700001,633468.48749400000,0,,220751.71772700001,633468.48749400000
53954810,222,3000,ירושלים,ישיבה,Yeshiva,13,5340,221235.41902700000,632875.88929399999,0,,221235.41902700000,632875.88929399999
54010770,222,3000,ירושלים,כולל,Kolel,13,5340,220308.97432700000,632650.48009400000,0,,220308.97432700000,632650.48009400000
53954813,222,3000,ירושלים,ישיבה,Yeshiva,13,5340,220600.90402700001,632668.54369399999,0,,220600.90402700001,632668.54369399999
53958763,222,3000,ירושלים,ישיבה - שפת אמת,,13,5340,220384.24262700000,632858.68879399996,0,,220384.24262700000,632858.68879399996
53955390,222,70,אשדוד,"ישיבת - תשב""ה",,13,5340,167691.19052700000,634132.67859400006,0,,167691.19052700000,634132.67859400006
53956711,222,0,,כולל - בית שמעון,,13,5340,212835.02772700001,674246.33889400004,0,,212835.02772700001,674246.33889400004
53957906,222,6100,בני ברק,ישיבת - נר שלום,,13,5340,185075.69522699999,664969.00059399998,0,,185075.69522699999,664969.00059399998
53959279,222,3000,ירושלים,ישיבה,Yeshiva,13,5340,220941.73852700001,632520.33699400001,0,,220941.73852700001,632520.33699400001
53959281,222,2660,יבנה,כולל,Kolel,13,5340,175501.36212700000,642538.04019400000,0,,175501.36212700000,642538.04019400000
54012514,222,0,,ישיבת - מי השילוח,,13,5340,215717.39732700001,679152.53409400000,0,,215717.39732700001,679152.53409400000
53962730,222,70,אשדוד,ישיבת - פוניבז חדר הרב,,13,5340,167703.75002700000,634188.60439400002,0,,167703.75002700000,634188.60439400002
53962735,222,70,אשדוד,ישיבת - גור,,13,5340,168345.50402699999,633443.78279400000,0,,168345.50402699999,633443.78279400000
53950954,222,6100,בני ברק,ישיבת - אוהל יעקב,,13,5340,184431.20182700001,665563.82059400005,0,,184431.20182700001,665563.82059400005
53950958,222,6100,בני ברק,ישיבת - באר אברהם,,13,5340,184835.70012699999,664559.71739400004,0,,184835.70012699999,664559.71739400004
54011438,222,7400,נתניה,ישיבה - שבת אחים,,13,5340,187146.95432700001,694658.31649400003,0,,187146.95432700001,694658.31649400003
53954613,222,6100,בני ברק,ישיבת - נווה יצחק,,13,5340,184581.61522700000,664946.09879399999,0,,184581.61522700000,664946.09879399999
53953970,222,7900,פתח תקווה,ישיבת - בית אהרון,,13,5340,189066.96822700000,665651.41919399996,0,,189066.96822700000,665651.41919399996
53953971,222,6100,בני ברק,כולל - חזון איש,,13,5340,184424.48372700001,665650.63539399998,0,,184424.48372700001,665650.63539399998
53949243,222,6100,בני ברק,ישיבה - דרכי משה,Darkhe Moshe Yeshiva,13,5340,184546.09792700000,665504.92399399995,0,,184546.09792700000,665504.92399399995
53960796,222,6100,בני ברק,ישיבה - גדולה אור אליצור,,13,5340,184790.75022700001,667308.41409400001,0,,184790.75022700001,667308.41409400001
53960733,222,6100,בני ברק,ישיבת - משכן יחיאל,,13,5340,185066.26292700000,665889.90729400003,0,,185066.26292700000,665889.90729400003
53954262,222,3000,ירושלים,ישיבת - חברה אהבה ושלום,,13,5340,220843.98472700000,632761.12779399997,0,,220843.98472700000,632761.12779399997
53959810,222,3000,ירושלים,ישיבת - מסילת תורה,,13,5340,218216.30352700001,636536.78829399997,0,,218216.30352700001,636536.78829399997
53960325,222,6100,בני ברק,ישיבת - זילכה,,13,5340,184863.84592699999,666077.83219400002,0,,184863.84592699999,666077.83219400002
54010675,222,3000,ירושלים,ישיבת - אור תורה,,13,5340,219416.17472700001,633604.43029399996,0,,219416.17472700001,633604.43029399996
54011534,222,6100,בני ברק,ישיבת - אורחות התלמיד,,13,5340,184687.14112700001,665305.88439400005,0,,184687.14112700001,665305.88439400005
53960377,222,3000,ירושלים,ישיבה,Yeshiva,13,5340,221026.11012699999,632980.91169400001,0,,221026.11012699999,632980.91169400001
53952047,222,9300,זכרון יעקב,ישיבה - גדולה זכרון מיכאל,,13,5340,195598.61402700000,719406.01259399997,0,,195598.61402700000,719406.01259399997
53953411,222,6700,טבריה,ישיבה - יפה נוף,,13,5340,249468.24672699999,744035.57069399999,0,,249468.24672699999,744035.57069399999
53954282,222,2630,קריית גת,"ישיבה - אור חיים ע""ש רבינו חיים בן עטר",,13,5340,176800.34732700000,613606.93069399998,0,,176800.34732700000,613606.93069399998
54011483,222,9300,זכרון יעקב,ישיבת - זכרון יעקב,,13,5340,195565.04942699999,719422.21119399997,0,,195565.04942699999,719422.21119399997
53953851,222,6100,בני ברק,ישיבת - נווה שלום,,13,5340,184316.43112699999,665649.95289399999,0,,184316.43112699999,665649.95289399999
53954694,222,3000,ירושלים,ישיבת - נווה יוסף,,13,5340,218818.84892700001,629787.29689400003,0,,218818.84892700001,629787.29689400003
53954253,222,8300,ראשון לציון,ישיבת - לובאביץ,,13,5340,182053.10932700001,652889.71589400002,0,,182053.10932700001,652889.71589400002
53951377,222,6100,בני ברק,ישיבת - אבן גבריאול,,13,5340,184378.94702699999,666419.44069399999,0,,184378.94702699999,666419.44069399999
53953685,222,6100,בני ברק,ישיבת - כנסת יששכר,,13,5340,185052.54692699999,665718.67959399999,0,,185052.54692699999,665718.67959399999
53953737,222,6100,בני ברק,כולל - חסדי יעקב,,13,5340,184671.02602700001,665709.02649399999,0,,184671.02602700001,665709.02649399999
53954707,222,0,,ישיבה - בית יצחק,Bet Yitshak Yeshiva,13,5340,210264.28412699999,622189.06419399998,0,,210264.28412699999,622189.06419399998
54011895,222,7900,פתח תקווה,ישיבה - הנכי,,13,5340,188596.83802699999,665510.15269400005,0,,188596.83802699999,665510.15269400005
54010269,222,1061,נצרת עילית,"ישיבת - חב""ד",,13,5340,229786.77812700000,733963.86559399997,0,,229786.77812700000,733963.86559399997
53965371,222,70,אשדוד,ישיבת - אדר פיקר,,13,5340,166321.11972700001,635032.22219400003,0,,166321.11972700001,635032.22219400003
53965613,222,856,שעלבים,ישיבה,Yeshiva,13,5340,198715.39092700000,641971.85679400002,0,,198715.39092700000,641971.85679400002
53964021,222,1031,שדרות,כולל - ישורות יעקב,,13,5340,161709.17862699999,604310.36989400000,0,,161709.17862699999,604310.36989400000
53963603,222,440,יסודות,ישיבה,Yeshiva,13,5340,187451.70622699999,635779.96899400000,0,,187451.70622699999,635779.96899400000
53962849,222,6100,בני ברק,ישיבת - חזון נחום,,13,5340,185127.48232700001,666481.10939400003,0,,185127.48232700001,666481.10939400003
53962693,222,1137,קריית יערים,ישיבת - מאור אליהו,,13,5340,209496.24912699999,634444.12159400003,0,,209496.24912699999,634444.12159400003
53965554,222,3000,ירושלים,ישיבה,Yeshiva,13,5340,221293.66522699999,632527.74139400001,0,,221293.66522699999,632527.74139400001
54013385,222,6100,בני ברק,כולל - בית משה,,13,5340,184268.77092700001,665368.07989399997,0,,184268.77092700001,665368.07989399997
54012768,222,2200,דימונה,כולל אברכים,Avrekhim (Yeshiva Married Students) Kolel,13,5340,203476.58822700000,552975.91929400002,0,,203476.58822700000,552975.91929400002
53964381,222,70,אשדוד,ישיבת - מקור ישראל,,13,5340,166976.44652699999,634810.08329400001,0,,166976.44652699999,634810.08329400001
53963322,222,7600,עכו,ישיבה,Yeshiva,13,5340,206825.30932700000,758979.94879399997,0,,206825.30932700000,758979.94879399997
53962947,222,3000,ירושלים,ישיבת - שובו בנים,,13,5340,222084.17292700001,631696.17119400005,0,,222084.17292700001,631696.17119400005
53963539,222,3000,ירושלים,ישיבה,Yeshiva,13,5340,221118.48862700001,633397.24939400004,0,,221118.48862700001,633397.24939400004
53961004,222,6100,בני ברק,ישיבה - משך חכמה,,13,5340,184322.34752700001,665783.33509399998,0,,184322.34752700001,665783.33509399998
53962297,222,2530,באר יעקב,בית ספר לתורה,Tora School,13,5340,184968.57562700001,650127.82349400001,0,,184968.57562700001,650127.82349400001
53962301,222,6100,בני ברק,ישיבת - בוהיש,,13,5340,184691.90192700000,666105.56229399994,0,,184691.90192700000,666105.56229399994
53962303,222,6100,בני ברק,ישיבת - אורחות תורה,,13,5340,185102.94572700001,665163.39849399996,2014,2015-07,185102.94572700001,665163.39849399996
53962069,222,3000,ירושלים,ישיבה,Yeshiva,13,5340,220981.22582699999,633057.01069400006,0,,220981.22582699999,633057.01069400006
53963337,222,70,אשדוד,ישיבה - בית ברלינר,,13,5340,168298.36152700000,633316.93649400002,0,,168298.36152700000,633316.93649400002
53963347,222,2610,בית שמש,ישיבה - אור אליעזר,,13,5340,199453.32812699999,625901.12019399996,2014,2015-07,199453.32812699999,625901.12019399996
54013260,222,6100,בני ברק,כולל - בית מאיר,,13,5340,184657.19012700001,665060.40489400004,0,,184657.19012700001,665060.40489400004
53964570,222,0,,ישיבת - הר עציון,,13,5340,211835.69122700000,618401.11409399996,2014,2015-07,211835.69122700000,618401.11409399996
53963912,222,3000,ירושלים,ישיבה,Yeshiva,13,5340,221009.57072700001,632920.45669400005,0,,221009.57072700001,632920.45669400005
53964626,222,3000,ירושלים,ישיבה,Yeshiva,13,5340,220974.37132700000,632745.90879400005,0,,220974.37132700000,632745.90879400005
54013453,222,3000,ירושלים,ישיבת - אור ישראל,,13,5340,218282.30292700001,632863.83319399995,0,,218282.30292700001,632863.83319399995
54013279,222,6100,בני ברק,ישיבת - ברסלב,,13,5340,184832.21992700000,665204.91009400005,0,,184832.21992700000,665204.91009400005
53962807,222,3000,ירושלים,ישיבת - כף חיים,,13,5340,220686.51792700001,633711.58689399995,0,,220686.51792700001,633711.58689399995
53962897,222,0,,בני עקיבא,Bne Akiva,13,5340,172387.14602700001,623013.97089400003,0,,172387.14602700001,623013.97089400003
54014398,222,0,,ישיבת - קהל עדת ירושלים,,13,5340,210979.06692700001,622271.30939399998,2014,2015-07,210979.06692700001,622271.30939399998
53962023,222,6100,בני ברק,ישיבת - ברכת אפרים,,13,5340,185265.85502700001,665869.13019399997,0,,185265.85502700001,665869.13019399997
53964763,222,3000,ירושלים,ישיבה,Yeshiva,13,5340,220491.66902700000,632677.17479399999,0,,220491.66902700000,632677.17479399999
53964767,222,2630,קריית גת,כולל - אמונת יוסף,,13,5340,177845.51102700000,613383.07659399998,0,,177845.51102700000,613383.07659399998
53961693,222,7900,פתח תקווה,כולל - יד משה,,13,5340,190759.95422700001,667207.99979399994,0,,190759.95422700001,667207.99979399994
53961699,222,6100,בני ברק,ישיבת - חומת ציון,,13,5340,183892.79172700000,666298.90869399998,0,,183892.79172700000,666298.90869399998
53964558,222,3000,ירושלים,גן ילדים,Kindergarten,13,5340,220730.90002700000,634287.10689399997,0,,220730.90002700000,634287.10689399997
53962524,222,6100,בני ברק,ישיבת - אבשלום,,13,5340,184622.45792700001,665082.00349399995,0,,184622.45792700001,665082.00349399995
53962086,222,6100,בני ברק,ישיבה - נוה שלום,Neve Shalom  Yeshiva,13,5340,184347.06342699999,665714.06849400001,0,,184347.06342699999,665714.06849400001
54013518,222,6100,בני ברק,ישיבת - תפארת משה,,13,5340,185064.26632699999,664811.19369400002,0,,185064.26632699999,664811.19369400002
53962331,222,6100,בני ברק,ישיבת - כתר תורה,,13,5340,185116.21582700001,666737.11059399997,0,,185116.21582700001,666737.11059399997
53962344,222,6100,בני ברק,ישיבה - תורה ודעת,,13,5340,184822.49342700001,666079.69149400003,0,,184822.49342700001,666079.69149400003
53964640,222,577,יד בנימין,ישיבה,Yeshiva,13,5340,183005.14852700001,633939.02779399999,0,,183005.14852700001,633939.02779399999
53964708,222,3000,ירושלים,ישיבת - בית שלמה,,13,5340,220314.65782699999,633601.35859399999,0,,220314.65782699999,633601.35859399999
53962591,222,6100,בני ברק,ישיבה - וכולל אברכים,,13,5340,183965.90082700000,665885.49729400000,0,,183965.90082700000,665885.49729400000
54013376,222,6100,בני ברק,ישיבת - תורה ושלום,,13,5340,185012.24062699999,664305.41629400000,0,,185012.24062699999,664305.41629400000
53965352,222,3000,ירושלים,כולל - עטרת שמואל,,13,5340,221097.59782699999,632853.23799399997,0,,221097.59782699999,632853.23799399997
53962996,222,0,,כולל - בית שלום,,13,5340,204070.49592700001,648670.14759399998,0,,204070.49592700001,648670.14759399998
53963001,222,7100,אשקלון,ישיבה - בית אחיעזר,,13,5340,158246.26862700001,618731.06229399994,0,,158246.26862700001,618731.06229399994
54014418,222,7100,אשקלון,כולל - אמת לדוד,,13,5340,158455.61022700000,618582.70029399998,0,,158455.61022700000,618582.70029399998
53962783,222,3000,ירושלים,ישיבת - ויזניץ,,13,5340,217014.38832699999,632229.41499399999,0,,217014.38832699999,632229.41499399999
53967354,222,736,גילת,ישיבה,Yeshiva,13,5340,166884.53452700001,582166.78089399997,0,,166884.53452700001,582166.78089399997
53963507,222,3000,ירושלים,ישיבת - קול תורה,,13,5340,217389.96382700000,630483.68149400002,0,,217389.96382700000,630483.68149400002
53964309,222,3000,ירושלים,ישיבה,Yeshiva,13,5340,217463.37242699999,630293.42939399998,0,,217463.37242699999,630293.42939399998
53964454,222,3000,ירושלים,מכינה לצעירים מצויינים,,13,5340,217657.72682700001,630331.76039399998,0,,217657.72682700001,630331.76039399998
53964455,222,3000,ירושלים,ישיבת - משכן ישראל,,13,5340,217098.19682700001,630718.60689399997,0,,217098.19682700001,630718.60689399997
53968390,222,6100,בני ברק,ישיבת - פוניבז,,13,5340,184860.29342700000,665469.53979399998,0,,184860.29342700000,665469.53979399998
53968985,222,6100,בני ברק,כולל - הליכות משה,,13,5340,184122.38512699999,666730.68869400001,0,,184122.38512699999,666730.68869400001
53968987,222,6100,בני ברק,ישיבת - באבוב,,13,5340,185161.36712700000,666280.34769400000,0,,185161.36712700000,666280.34769400000
53963081,222,3000,ירושלים,ישיבת - נדר התורה,,13,5340,218559.30532700001,633053.98089400004,0,,218559.30532700001,633053.98089400004
54014459,222,4000,חיפה,ישיבת - ישמח ישראל,,13,5340,206513.06292699999,748797.64239399997,0,,206513.06292699999,748797.64239399997
53964183,222,70,אשדוד,ישיבת - זכרון יוסף,,13,5340,168235.69832699999,632966.36609400006,0,,168235.69832699999,632966.36609400006
53964602,222,3000,ירושלים,ישיבת - אור ברמה,,13,5340,221471.65942700001,634288.67539400002,0,,221471.65942700001,634288.67539400002
54012849,222,3000,ירושלים,ישיבה,Yeshiva,13,5340,221041.20242700001,633928.57849400002,0,,221041.20242700001,633928.57849400002
53969001,222,6100,בני ברק,ישיבת - אליהו הנשיא,,13,5340,184326.26892700000,666664.50059399998,0,,184326.26892700000,666664.50059399998
53962650,222,622,עין צורים,ישיבת - הקבוץ הדתי,,13,5340,173371.39512700000,622898.65009400004,0,,173371.39512700000,622898.65009400004
54013590,222,3000,ירושלים,ישיבה,Yeshiva,13,5340,223087.06312700000,638710.37609399995,0,,223087.06312700000,638710.37609399995
53962434,222,6100,בני ברק,ישיבת - תולדות עשב,,13,5340,184385.16722700000,666023.40109399997,0,,184385.16722700000,666023.40109399997
53962435,222,6100,בני ברק,ישיבת - בית השם,,13,5340,183847.76182700001,666922.62569400005,0,,183847.76182700001,666922.62569400005
53962446,222,6100,בני ברק,ישיבת - בני אהרן,,13,5340,184538.97512700001,665656.01809400006,0,,184538.97512700001,665656.01809400006
53964856,222,3000,ירושלים,ישיבה - אור אלחנן,,13,5340,218176.14632699999,633119.67709400004,2014,2015-07,218176.14632699999,633119.67709400004
53963960,222,31,אופקים,ישיבת - אוהל יעקב,,13,5340,163307.53842699999,580178.67139399995,0,,163307.53842699999,580178.67139399995
54013551,222,3000,ירושלים,ישיבת - נחלת ישראל,,13,5340,220880.40642700001,635588.21109400003,0,,220880.40642700001,635588.21109400003
53960868,222,6100,בני ברק,ישיבת - משכנות הרועים,,13,5340,184873.63372700001,664551.08389400004,0,,184873.63372700001,664551.08389400004
53961366,222,3000,ירושלים,ישיבה - רוזין,,13,5340,220722.70172700001,632775.61169399996,0,,220722.70172700001,632775.61169399996
53962183,222,6100,בני ברק,ישיבת - תפארת בחורים,,13,5340,183817.07822699999,666239.98709399998,0,,183817.07822699999,666239.98709399998
53962184,222,6100,בני ברק,ישיבת - הסדר יד נתן,,13,5340,183648.08532700001,665818.07039400004,0,,183648.08532700001,665818.07039400004
53961524,222,6100,בני ברק,ישיבת - נתיבות חיים,,13,5340,185344.01572699999,665671.66619400005,0,,185344.01572699999,665671.66619400005
53959042,222,8400,רחובות,כולל - רוני ושמחה,,13,5340,183282.28642700001,643564.25959399994,0,,183282.28642700001,643564.25959399994
54011745,222,6300,גבעתיים,כולל - גבעת חיים,,13,5340,181749.52742699999,664701.49379400001,0,,181749.52742699999,664701.49379400001
53959737,222,6100,בני ברק,ישיבת - תהילה,,13,5340,183577.83362700001,666107.95419399999,0,,183577.83362700001,666107.95419399999
53959789,222,6200,בת ים,ישיבה - אהבה ואחווה,Ahava VeAhava Yeshiva,13,5340,177332.13762699999,659093.45079399995,0,,177332.13762699999,659093.45079399995
53960876,222,6100,בני ברק,ישיבת - ללוב ברכת השמעון,,13,5340,184120.03142700001,666411.95799400005,0,,184120.03142700001,666411.95799400005
54012969,222,3000,ירושלים,ישיבה,Yeshiva,13,5340,220986.91652699999,632520.06129400001,0,,220986.91652699999,632520.06129400001
